id;votes;priority;severity;precedence
330275;0;0.6;0.8;
190947;30;0.6;0.2;
335121;2;0.6;0.55;
288413;0;0.6;0.1;
344449;0;0.6;1.0;
109338;131;0.6;0.1;
124977;52;0.6;0.6;
329247;0;0.6;0.6;
335545;0;0.6;0.25;
98955;0;0.6;0.8;
336676;18;0.6;0.4;
339066;23;0.6;0.2;
325576;10;0.6;0.8;
236291;0;0.6;0.6;
328348;24;0.6;0.25;
341129;85;0.6;0.4;
333577;0;0.8;0.7;
121088;13;0.6;0.6;
339061;0;0.6;0.4;
343629;60;0.6;0.85;
288944;43;0.6;1.0;
283145;1;0.6;0.1;
141071;15;0.6;0.1;
141855;0;0.6;0.1;
288835;0;0.6;1.0;
314395;100;0.6;0.4;
318546;0;0.6;0.6;
339603;0;0.6;0.85;
312795;0;0.6;0.1;
145294;23;0.6;0.1;
342986;0;0.6;0.55;
241129;20;0.6;0.6;
328170;9;0.6;0.4;
274102;95;0.8;0.1;
226797;20;0.6;0.6;
327842;0;0.6;0.4;
298533;0;0.6;0.2;
124361;1;0.6;0.1;
332623;0;0.6;0.4;
341680;0;0.6;0.55;
318387;0;0.6;0.8;
178581;0;0.6;0.1;
330750;5;0.6;1.0;
322532;0;0.6;0.4;
261459;20;0.6;0.2;
332281;44;0.6;0.55;
186083;0;0.6;0.1;
339337;6;0.6;0.4;
302577;35;0.6;0.1;
175854;0;0.6;0.1;
162376;0;0.6;0.2;
78259;0;0.6;0.1;
308614;27;0.6;0.4;
306373;0;0.6;0.1;
342322;0;0.6;0.4;
83301;39;0.6;0.2;
148390;10;0.6;0.1;
336766;0;0.6;0.1;
189178;0;0.6;1.0;
345504;0;0.6;0.8;
242704;20;0.6;0.6;
154810;25;0.6;0.1;
269361;20;0.6;0.6;
86649;0;0.6;0.2;
215599;0;0.6;0.8;
341967;0;0.6;1.0;
159779;31;0.6;0.1;
284474;60;0.6;0.1;
312630;0;0.6;0.25;
192458;15;0.8;1.0;
306828;26;0.6;0.8;
205305;0;0.6;0.1;
153109;70;0.6;0.1;
343506;29;0.6;0.1;
92337;99;0.6;0.1;
346101;0;0.6;0.55;
313022;0;0.6;0.1;
342779;0;0.6;0.25;
198625;20;0.6;0.1;
334032;0;0.6;0.4;
312430;0;0.6;0.25;
332949;0;0.6;0.4;
334399;0;0.6;0.1;
331465;11;0.6;0.55;
342512;0;0.6;0.4;
241502;40;1.0;0.1;
331688;0;0.6;0.1;
311524;20;0.6;0.1;
331736;10;0.6;0.25;
319014;8;0.6;0.1;
315806;31;0.6;0.8;
104523;64;0.6;0.1;
224194;13;0.6;0.8;
318595;46;0.6;0.4;
342507;10;0.6;0.4;
341301;0;0.6;0.55;
344374;0;0.6;0.4;
343261;0;0.6;0.55;
333627;0;0.6;0.4;
119787;0;0.6;0.1;
226876;0;0.6;0.1;
330357;33;0.6;0.8;
171163;0;0.6;1.0;
88391;47;0.6;0.6;
