id;votes;priority;severity;precedence
104523;64;0.6;0.1;
109338;131;0.6;0.1;
343888;0;0.6;0.25;
343979;55;0.6;0.8;
306373;0;0.6;0.1;
215723;21;0.6;0.2;
241502;40;1.0;0.1;
117648;8;0.6;0.1;
316663;29;0.6;1.0;
192098;20;0.6;0.1;
332414;1;0.6;0.1;
344414;20;0.6;0.1;
126740;9;0.6;0.1;
345504;0;0.6;0.8;
344505;31;0.6;0.1;
331465;11;0.6;0.55;
336195;0;0.6;0.55;
337641;20;0.6;0.4;
330862;7;0.6;0.4;
344584;46;0.6;0.4;
328170;9;0.6;0.4;
330221;0;0.6;0.55;
344562;27;0.6;0.4;
154043;0;0.6;1.0;
166624;1;0.6;0.1;
319014;8;0.6;0.1;
339337;6;0.6;0.4;
322004;0;0.6;0.2;
88391;47;0.6;0.6;
318596;20;0.6;0.4;
192686;46;0.6;0.8;
268913;0;0.6;0.4;
312795;0;0.6;0.1;
333402;0;0.6;0.4;
344566;34;0.6;0.25;
197168;55;0.6;0.1;
89576;50;0.6;0.4;300453,
101457;50;0.6;1.0;
337730;41;0.6;1.0;
226797;20;0.6;0.6;
189688;62;0.6;0.1;
164792;23;0.6;0.4;
310785;56;0.6;0.4;
235862;61;0.6;0.4;
343506;29;0.6;0.1;
344502;32;0.6;0.4;
245419;66;0.6;0.1;
341301;0;0.6;0.55;
201057;62;0.6;0.1;
202085;0;0.6;0.6;
159779;31;0.6;0.1;
333517;0;0.6;0.8;
226771;14;0.6;0.1;
334984;20;0.6;0.4;
117283;51;0.8;0.1;
307052;0;0.6;0.1;
333464;20;0.6;0.1;
288835;0;0.6;1.0;
336547;8;0.6;0.25;
324087;0;0.6;0.2;
154380;0;0.6;1.0;
119787;0;0.6;0.1;
293901;0;0.6;0.4;
340521;0;0.6;0.85;
296500;26;0.6;0.1;
86649;0;0.6;0.2;
315141;45;0.6;0.2;
189178;0;0.6;1.0;
335737;0;0.6;1.0;
346102;0;0.6;0.55;
326064;20;0.6;0.4;
334032;0;0.6;0.4;
341680;0;0.6;0.55;
332122;20;0.6;0.4;
201055;41;0.6;0.1;
269408;39;0.6;0.4;
284250;21;0.6;0.4;
200319;0;0.6;0.1;
297883;0;0.6;0.1;
324376;0;0.6;0.4;
342986;0;0.6;0.55;
330419;0;0.6;1.0;
284474;60;0.6;0.1;
309553;26;0.6;0.4;
176810;0;0.6;0.1;
343313;26;0.6;0.4;
160988;0;0.6;0.2;
308614;27;0.6;0.4;
341617;33;0.6;0.7;
333401;0;0.6;0.6;
146477;25;0.6;0.6;
344449;0;0.6;1.0;
141946;120;0.6;0.4;
198625;20;0.6;0.1;
345541;0;0.6;0.4;
344374;0;0.6;0.4;
269361;20;0.6;0.6;
339872;0;0.6;0.8;
336676;18;0.6;0.4;
342659;33;0.6;0.6;
244699;4;0.6;0.4;
126811;73;0.6;0.1;
325877;0;0.6;0.4;
328184;32;0.6;0.8;
206961;0;0.6;0.1;
340756;20;0.6;0.4;
143399;0;0.6;0.4;
314752;10;0.6;0.4;
342594;42;0.6;0.4;
319761;26;0.6;0.6;
160005;27;0.6;0.1;
339394;0;0.6;0.8;
148390;10;0.6;0.1;
156634;0;0.6;0.1;
141071;15;0.6;0.1;
226876;0;0.6;0.1;
186084;0;0.6;0.2;
313022;0;0.6;0.1;
344551;13;0.6;0.1;
324940;37;0.6;0.1;
342322;0;0.6;0.4;
330357;33;0.6;0.8;
333329;89;0.6;0.55;
90863;32;0.6;0.1;
112750;6;0.6;0.1;
190947;30;0.6;0.2;
323815;20;0.6;0.4;
320376;39;0.6;0.1;
334485;0;0.6;0.1;
82430;74;0.6;0.1;
333446;59;0.6;0.8;
328348;24;0.6;0.25;
332949;0;0.6;0.4;
215599;0;0.6;0.8;
323153;10;0.6;0.8;
292485;0;0.6;0.2;
174231;20;0.6;0.1;
327842;0;0.6;0.4;
334706;39;0.6;0.1;
